Cluster,Data Points
6318,"azizia apartments  villas, azizia apartments  villas"
6319,dorat  motmizon 2
6320,aram  soudah
6321,gloria alfayroz massi
6322,marwaj kareem
6323,yanbu house
6324,qassim furnished apartments
6325,oyo 509 manart  muna
6326,azhar  narjes
6327,matel  hada'iq
6328,fouad tower hotel
6329,"burj  bar, burj  bar"
6330,"fayroz 2, fayroz 1, fayroz"
6331,"pearl   east apartments, pearl   east"
6332,dara  aqsa
6333,"saraya suites, saraya suites"
6334,"burj  arab apartments, burj  arab"
6335,hotel duvel inn
6336,marbella tourism accommodation
6337,lagouna vista resort  villas
6338,mouj elbahr aparthotel
6339,"shumukh  saad, shumukh  saad"
6340,dar  shat
6341,manazil  hijaz
6342,"abwab  sam apartments, abwab  sam"
6343,"qasr dalin furnished apartments, qasr dalin"
6344,qasr lamasat  sharq
6345,merfal 1 taawun
6346,nabors villa plus arabia
6347,seville hills
6348,bayt  arabiya
6349,dorat  shaqiq
6350,naw  zahabi
6351,mva  dar
6352,dar  ghadir
6353,rast blue
6354,almuhaidb palestine
6355,waha  rawda
6356,dar almadinah
6357,durrat muna
6358,dar salem
6359,dar  zahib
6360,dar raies
6361,dar bato
6362,asdaf entertainment
6363,masah gulf
6364,swiss eye
6365,warda  ma'abda hotel operations
6366,dar yama
6367,dana taiba
6368,dar irfaad
6369,wataniyah commerci re estate company limited
6370,dar  muluk
6371,gelnar upscale
6372,dar  rusayl
6373,deera  azz
6374,dar tuwa
6375,day towers apartments
6376,dana hospitality hotel
6377,dar ascent
6378,dar boushima
6379,sun&moon
6380,dar iyar
6381,dar thicadi
6382,dar  mashat
6383,makarem villa
6384,dar layaleena
6385,masaken  hayat
6386,dar mushref
6387,dar rahatak
6388,dar  widad
6389,dar  qariyat
6390,dar  iskandariah
6391,rahat  aruba furnished apartments
6392,dar  mustarah
6393,lammar  bawadi
6394,dar qari
6395,najran star apartments
6396,qasr  ared apartments
6397,banafsaj furnished apartments
6398,hayat sadeer
6399,dar mayasen
6400,rahat  hamra
6401,qana alkhair
6402,mathar  iman ajyad
6403,mawasem  fadiah
6404,ascott tahlia jeddah
6405,golden luxury homes hotel management company
6406,tulip inn  dar rawafed
6407,dar akazah
6408,raha rotana
6409,deepaj  sundus
6410,awael  dhahabia
6411,sarh  arouba
6412,afraa altaif
6413,ewan  maie
6414,ayari qurban hotel
6415,"nadi  bahri resort, nadi  bahri resort"
6416,dar  afaq apartments
6417,mawada tower
6418,waqf azat bin taher kutbi hotel
6419,mataa  siyaha
6420,herme  madinah apartments
6421,majd  zahabi
6422,green earth pride
6423,days hotel  suites jazan
6424,mohammed shahi  rawili apartments
6425,old  suwaiket camp
6426,holiday vacation rentals
6427,"abriz tower, abriz tower hotel"
6428,ateeq suites
6429,novotel jeddah tahlia
6430,dadan furnished residential units
6431,store
6432,nasser na'ees qanif  ruwaisan
6433,hussein abdulwahid  dhaib endowment foundation
6434,"atlas 2, atlas 1"
6435,"marasi hospitality company   serviced apartments, marasi hospitality company  serviced apartments"
6436,luluah  iman
6437,mutaliq nasser  sarur
6438,deyouf  watan
6439,"t, , f, w, s, i"
6440,citadines  samah
6441,muhaidib  tahlia
6442,muhbah  ansar
6443,husayniah camp makkah project3
6444,minaret  iman
6445,dorar rabigh
6446,noor residences
6447,thrawat  rawdah 1
6448,darwish mohammed hanawi apartments
6449,qubu abu i  khadrawi
6450,rayhana  tayseer
6451,khaled hussein
6452,sama palace
6453,zahra  seh
6454,rehab  doha
6455,"ayoon  masa, ayoon  masa"
6456,kayan international company
6457,durrat bisha
6458,samaya aparthotel
6459,shifa park
6460,araak  shahad
6461,wanasah palace
6462,raffles kempinski sky light hotel
6463,reef safwa
6464,"dar  tawhid intercontinent, intercontinent dar  tawhid"
6465,city land mark suites tabuk
6466,layi  wahah
6467,amasi  nahda
6468,deauville inn
6469,le relax
6470,coffe inn
6471,shaker  gaza
6472,alrest inn
6473,east coast
6474,kfupm inn
6475,rabiyat  hijaz
6476,fakeih inn
6477,shafey inn
6478,lavender land
6479,style inn
6480,vera inn
6481,rwwam inn
6482,filare inn
6483,fariah  hadithah
6484,mouten inn
6485,snaf inn
6486,rehan tayyaba
6487,days hotel olaya riyadh
6488,rahal mina hotel
6489,almuhaidb alhada
6490,loloat madinah
6491,dar qasr  nour
6492,suleiman  ajlan
6493,rob raghed
6494,hawail residenti apartments (monthly  yearly)
6495,rukn nova
6496,ram  sail
6497,delma  khobar hotel apartments
6498,qasr balqis
6499,gam  ghoroub
6500,salam lights
6501,jawharat  darb
6502,safa bir  hijl
6503,marking middle
6504,wan  aseel
6505,"mokador holding company, mokador holding company"
6506,"jazirah ambassadors, ambassadors  jazirah"
6507,mohammed omar massioud  suairy apartments
6508,nemeran  mohammad fahad  nemeran  partners  re estate development
6509,suleiman musa  olayan
6510,arayek  shahad
6511,zahret taybah
6512,rawabi zamzam
6513,shama  makarem
6514,"mira business hotel, mira business"
6515,rukn iwan
6516,"dara  madi, dara  madi"
6517,rahat  akhdoud
6518,louloua jazan apartments
6519,erm  masy
6520,diyafa  muasara hospitity services
6521,coral jubail
6522,manazel  musafir
6523,tulay entertainment establishment
6524,meridian  hada
6525,durrat  hayat
6526,shumukh  aridah
6527,dunnar contracting company (single person company)
6528,smu furnished apartments
6529,ghorri furnished apartments
6530,adwani furnished apartments
6531,isra furnished apartments
6532,hilwa furnished apartments
6533,ajwad world  travel  tourism
6534,92 furnished apartments
6535,migrant  sa'ada
6536,golden new quraish
6537,saf  nakhil
6538,nujd furnished apartments
6539,fahd  dhahabi
6540,tayabat furnished apartments
6541,snood  ma'i hotel services
6542,roda furnished apartments
6543,rim  arab
6544,nareen furnished apartments
6545,aswaal furnished apartments 2
6546,alrahaa furnished apartments
6547,kayan  makhayam
6548,taj  rifahyah apartments
6549,layi  shaqiq
6550,dante furnished apartments
6551,helen furnished apartments
6552,almahanna furnished apartments
6553,nasag furnished apartments
6554,nuj furnished apartments
6555,alberthon furnished apartments
6556,tapa furnished apartments
6557,rose tower apartments
6558,raihaan furnished apartments
6559,ghuman furnished apartments
6560,sefeer furnished apartments
6561,qeydar furnished apartments
6562,beautat
6563,buod furnished apartments
6564,zahrat atif
6565,1000 furnished apartments
6566,seef castle
6567,climate furnished apartments
6568,halul furnished apartments
6569,yemani furnished apartments
6570,khil  misk
6571,asfaryn furnished apartments
6572,elsil furnished apartments
6573,tamouh  masi
6574,bayssa furnished apartments
6575,qara furnished apartments
6576,aqaria furnished apartments
6577,jawharat  fayroz
6578,rehana farm
6579,rizan  maha suites
6580,jawhara residenti complex
6581,rif guesthouse
6582,naseem abha
6583,nisf  qamar entertainment
6584,amira fuad sharbatly two
6585,abis riyadh
6586,mawten  khay
6587,jafn  ayoun
6588,q economic rooms
6589,areen center
6590,aknan  ward
6591,luisito mayor
6592,araik tayyiba hotels
6593,meridian city hotel
6594,taj  khil
6595,violet  azizia
6596,zahid suites building
6597,olaya homes apartments
6598,new filipino villa
6599,ssabil  fadi
6600,dora  rashid
6601,fajr whisper
6602,nesma ward
6603,alfakhama art
6604,atlah resort
6605,shatha  bustan
6606,delan resort
6607,candlelight resort
6608,ajwan resort
6609,betahegal resort
6610,ashbeelia palaces
6611,naifat building
6612,atil  shurooq
6613,nora  omari
6614,aswaf houses
6615,zahret  rumman apartments
6616,qemma residences
6617,layi  riyadh
6618,dana bay hotel homes
6619,shati  khay
6620,bayt  azwa
6621,nasim  sham
6622,jab farm
6623,jowharat  qunfudhah
6624,shahin retreat
6625,asbar hospitality
6626,oyo 477 manar  eiman
6627,masarat  dahabi hotel
6628,waha  gharbiyah
6629,"mubarak palace 3, mubarak 1 palace, mubarak palace"
6630,rose  mutamayyizah
6631,town house hotel apartments
6632,naseem  shaqiq hotel
6633,"address luxury apartments, address  luxury apartments"
6634,myas palace
6635,eiffel east tower
6636,alraqi palace
6637,sedin palace
6638,barda palace
6639,vira alhada resort
6640,aghadir palace
6641,argawan entertainment rest house
6642,million palace
6643,assalam palace
6644,alsarah palace
6645,muhammad ahmad
6646,palace anchors
6647,asil furnished residential units
6648,palace smile
6649,amasi  huda
6650,akour palace
6651,amaar elite hotel
6652,noursine palace
6653,iram palace
6654,tiba majalis apartments
6655,excellence front
6656,basra palace
6657,sadn palace
6658,mada  imran
6659,noursin palace
6660,huda tayyibah
6661,ain homes
6662,elite  masi
6663,star hospitality
6664,"topal palace apartments, topal palace"
6665,"serenity apartments, serenity hotel"
6666,doush tayyiba
6667,taraf  layi
6668,fayadah
6669,ramada encore  wyndham  khobar olaya
6670,abhi lammar apartments
6671,warf palace
6672,fakhama  khurj
6673,samat  makhdoumah apartments
6674,ahmadi
6675,aris  madina
6676,red jewel
6677,ranza palace
6678,l'umage palace
6679,muramiz palace
6680,rameses palace
6681,montreal palace
6682,zahret  rabee
6683,bilsan hall
6684,maaz  musk hotel
6685,shaza  wasam
6686,ronq  raha
6687,ya musafir
6688,riyhana suites apartments
6689,qasr plus
6690,hasna suites apartments
6691,najm suhail
6692,arkan  tut
6693,saf  majd
6694,arbaa residence
6695,ivory palace
6696,qasr  mudar
6697,qasr  batra
6698,qasr  bagha
6699,qasr alorjuwan
6700,karim tayba
6701,jawharat  wajh
6702,qasr riyanah
6703,hayat home
6704,qasr alazizia
6705,qasr  mohamdeya
6706,qasr tathleeth
6707,pearl beach apartments
6708,qasr  zaitun
6709,laba darna
6710,masia  ula
6711,qasr goudi
6712,grand concord
6713,villa in makkah
6714,yanbu  makan
6715,miskan hospitality apartments
6716,amasi  fayhaa apartments
6717,shati'  jumeirah
6718,sedra  bayt hotel
6719,abu faisal's apartments
6720,marina  fadi
6721,ghaz  shifa
6722,"mura hotel, mura"
6723,taj towers furnished residential units
6724,shining stars
6725,dar hashim hotel apartments    sahafa
6726,angel homes hotel
6727,btoul ajyad hotels
6728,oasis  jabiyah
6729,nujoom  awi apartments
6730,samira jabir yahya  miki hotel
6731,"novotel makkah thakher city, novotel thakher makkah"
6732,aloft dhahran
6733,"zakhir palace apartments, zakhir palace"
6734,mawasim aghadeer 2
6735,"bisan furnished units, bisan"
6736,abir qablan  mutrafy
6737,"riyaah  sham, riyaah  sham apartments"
6738,"dar rama, dar rama apartments, dar rama  9"
6739,rem  jazirah
6740,burj saad alhajri
6741,sahab upscale
6742,liberty apartments
6743,qasr sabya
6744,amaan residences company
6745,maryam haider ali
6746,muhajreen wal ansar
6747,jinan golden
6748,asma  safa
6749,fadila homes
6750,golden bracelet
6751,golden juwan
6752,golden deekayl
6753,golden nubaris
6754,golden makarem
6755,masaarat  mamlaka
6756,golden goose
6757,golden pearls
6758,sakiyat  khil
6759,makarem manah
6760,riyadh four seasons   commercial center
6761,ideal residence
6762,housing homes
6763,durrat  madinah hotel company
6764,golden manafea
6765,golden taskeen 1
6766,awail golden
6767,medina sakani hotel
6768,amwaj aseer
6769,ajyad makarem hotel accommodation
6770,alzeer apartments
6771,quartz hotel
6772,blue cloud hotel
6773,elite jeddah
6774,"smt serviced apartments, smt serviced apartments"
6775,fais nayis  ruwaissan
6776,muhbah  saadah
6777,a'al gulf furnished residential units
6778,luluat  sittin
6779,oasis  nabk furnished apartments
6780,atiyaf  ward entertainment
6781,"orchid arar, orchid arar furnished apartments"
6782,basatin pace company
6783,azizia pace
6784,rawiyat asir
6785,"karam  nakhla furnished apartments, karam  nakhla"
6786,forty one tower apartments
6787,"safwa  ghufran makkah, safwa  ghufran"
6788,"manama 4, manama"
6789,quiet alhamra
6790,hayat chets
6791,sheraton dammam
6792,mutab furnished apartments
6793,rukaz  raqiya
6794,durrat  mutamayyizun 2
6795,durrat  muntak
6796,durrat  rawiah
6797,ra'eda
6798,narcissus hospitality
6799,durrat  sultans
6800,durrat  itlah
6801,maashi palace
6802,durrat  nabla
6803,zahraa residences
6804,durrat  diyarah
6805,durrat ashur
6806,durrat almasakin
6807,three suites
6808,durrat  mandak
6809,durrat  mathna
6810,taiba university student accommodation
6811,durrat  faysiyah
6812,durrat  jumum
6813,zahid tourism
6814,your house
6815,wahat  gharbiya
6816,nada  musaffah 2
6817,andus restaurant
6818,golden coast
6819,oasis almusk
6820,vip w chalets  suites
6821,raïs bay
6822,manasib  insha resthouse
6823,retaj  kheej hotel
6824,wahat  faisiyah
6825,lei  azizia
6826,osool furnished apartments bani malek
6827,alandalus palace
6828,jawharat minar
6829,snood ajyad
6830,shamat jeddah
6831,waves hotel management
6832,shirvan hotel city yard
6833,fawaris tayyiba apartments
6834,kennan jeddah
6835,taj  janoub
6836,sudra jeddah
6837,shob jeddah
6838,mersa  hijaz
6839,rmada towers
6840,resident house
6841,rama buraydah
6842,saudi marriott
6843,farah homes
6844,madareem hall
6845,dolf  khobar
6846,midan  aziziyah
6847,"doha  narsian apartments, doha  narsian"
6848,nasim  rabi' chets
6849,durrat hira furnished residential units
6850,alhambra palace markets
6851,khuzama  jawwah
6852,"luluat mina, luluat  mina"
6853,shajarat  tariq
6854,qasr darna
6855,sukoon tabah hotel
6856,"oasis  ahsa, ahsa oasis"
6857,qimat  masayif
6858,zaytoun restaurant
6859,leyi  waha
6860,wakt rahati
6861,sons   late mufaddi  atifi
6862,manazel  akhyar
6863,hotel  restaurant
6864,morning palace
6865,"manazel begela, manazel begela hotel apartments"
6866,grand marmara
6867,best western  ahsa grand
6868,lamassat  khair apartments
6869,tara one
6870,arts hotel suites
6871,tayba residences
6872,eylan hotel suites
6873,durrat  sharq suites 1
6874,sabk hotel suites 2
6875,ajyad crom
6876,bea2 hotel suites
6877,burj  haram 2
6878,milan serviced apartments
6879,mawaddat taqwa
6880,qaser rateel
6881,werdah  banafsaj apartments
6882,rodina east apartments
6883,qasr ajyad alsad
6884,khokh hotel
6885,ula oasis
6886,alraha furnished apartments
6887,qasr  safwa
6888,waves amalj
6889,"a.h. hotel, w hotel, hotel, v hotel, k hotel, hotel 6"
6890,jawharat riyadh resort
6891,"ayeri furnished apartments, ayeri  furnished apartments"
6892,nader office  recruitment   accommodation department
6893,rose mira
6894,atla residenti apartments
6895,"alliance  global experiences, global experiences alliance"
6896,lareen suites
6897,anwan  jadid apartments
6898,waqt  fakhama
6899,oyo 469 durra taraf residential 2
6900,burj  dahabi
6901,"luxury park apartments, park  luxury apartments"
6902,mannazil  ward
6903,amjad  deafah
6904,bo essam
6905,dar  manafaa limited
6906,rawae jeddah
6907,tamara halfmoon
6908,bisha pearl
6909,"durrat  matar, durrat  matar apartments"
6910,rukan  nukhba  masi
6911,ajdan rise
6912,mabiat suites residences
6913,burj  saada
6914,roshan star
6915,"centro  olaya, centro olaya"
6916,souir park
6917,rawahel  huda united  hotel services
6918,nozha jewel
6919,oyo 199 raf  olaya
6920,narsian  dhahabiya
6921,dur  wathir
6922,rayat hospitality
6923,fakhamat  raha
6924,riyadh nights
6925,wardah entertainment establishment
6926,mohsen ghanem  dosari establishment  tourism accommodation
6927,luluat  rais
6928,farah alshafa aparthotel
6929,"masa rawasi apartments, masa rawasi"
6930,kauthar abdul salam hassan company
6931,modern dream beach apartments
6932,muktara tower
6933,kanuz  diyafa
6934,tannuma tower
6935,manarat  sharif
6936,mergab tower
6937,sham'a jeddah
6938,haton tower
6939,anasaf tower
6940,my kingdom furnished units
6941,hashmeih tower
6942,abha  manazel
6943,alkahir tower
6944,khazzai tower 2
6945,helm  jameel
6946,alanaaim tower
6947,almuhaidib residence almaidan
6948,no manazel  karam hotel
6949,manazel  wad
6950,shubra tower
6951,farhan homes
6952,bentley furnished residences
6953,ares beach
6954,hi house tourism accommodation
6955,reefaf  mashaer
6956,luxury art
6957,international trading company  real estate marketing
6958,karam hotel services
6959,dar  eiman  jazeera
6960,"dar residences 1, dar 9 residences, dar residences 3, dar residences 2, dar 8 residences, dar residences"
6961,nasmat  khobar
6962,best residence hotel apartments
6963,elaf jeddah hotel
6964,manazel  safa hotel management
6965,shakhss touristic village
6966,star villa
6967,"nawarat  shams 1, nawarat  shams 3"
6968,abdulaziz bin ibrahim  mujahid farm
6969,saraya seif
6970,baneh  mamyza
6971,florenza hotel chalets
6972,reitan luxury entertainment
6973,"olive tree, olive tree hotel"
6974,huda sultan buffet
6975,neroz riyadh
6976,bakka inn
6977,"snood  sam, snood  sam"
6978,ronq  jawhara
6979,qut  musayyif
6980,shahin rotana
6981,villa oudn
6982,ccs villa
6983,kudu villa
6984,aqam villa
6985,ambassadors island three
6986,olivo villa
6987,scarlet villa
6988,awshaziah villa
6989,artah house apartments
6990,panda villa
6991,fipco villa
6992,highness villa
6993,tuhfa abha
6994,musairiey villa
6995,acgc villa 1
6996,dywidag villa
6997,rawaafed  hadarah
6998,risal villa
6999,villa rakah
7000,villa 604
7001,villa power
7002,rasis villa
7003,meezan villa
7004,maqam  hejaz
7005,safir residenti establishment  hotel operation
7006,ain towers apartments
7007,sofia villa
7008,rooa  kheej apartments
7009,happy home
7010,dar  fath 10
7011,tayyar development  investment company
7012,qasr  maz
7013,namar home
7014,layi  samer
7015,jewel  hazm
7016,bahia najran
7017,"saudi french hotel management company, saudi french hotel management company"
7018,abrar  hijrah
7019,green plaza
7020,rast night
7021,rakan  bahiyyah
7022,star sun hotel
7023,reefaf  sultan
